1000m²,520 triệu,"Chính chủ bán đất ngay khu công nghiệp Bàu Bàng. - Diện tích: 1000m2. - Vị trí kết nối giao thông thuận tiện: Cách quốc lộ 13 chỉ 2km. - Đường hiện hữu 6m, xe tải vào được. - Gần: Trường học, chợ, khu công nghiệp, trạm xăng dầu, ngân hàng, trường học, ủy ban nhân dân. - Khu đông dân cư, thích hợp kinh doanh, buôn bán, hoặc xây dãy trọ cho thuê. - Khu điện 3 pha. - Có sổ hồng riêng, xây dựng tự do, hỗ trợ giấy phép xây dựng 100%. - . Công chứng sang tên ngay. Liên hệ: Anh Danh: 098.848.1292 gặp chính chủ để được đưa đi xem đất.",https://batdongsan.com.vn/ban-dat-xa-long-nguyen/chinh-chu-mieng-ngay-khu-cong-nghiep-bau-g-binh-duong-lh-anh-danh-0988481292-pr22415027
1000m²,21 tỷ,"Biệt thự ven sông Sài Gòn - Khẳng định đẳng cấp thượng lưu mang tên Saigon Garden Riverside Village - Gần Vincity Quận 9 giá gốc từ CĐT chỉ từ 21tr/m2. LH: 0986568911 Ms Hòa - Giữ chỗ đợt đầu tiên chỉ 300Tr + Địa chỉ: Đường Số 5, phường Long Phước, Quận 9 (biệt thự vườn). + Quy mô: 30 ha, chỉ có 168 căn biệt thự. + Diện tích từ 1000m2. + Loại hình: Biệt thự vườn, xây dựng 1 trệt 1 lầu, sở hữu dài lâu. + Tiện ích: Bến Du Thuyền, Kênh Cảnh Quan, Sân Tennis & Sân Chơi Trẻ Em, Clubhouse & Hồ Bơi Tràn Bờ, công viên Cây Xanh, * Chính sách ưu đãi: + Thanh toán chỉ 15% các đợt tiếp theo thanh toán khoảng 3%, dự kiến bàn giao trong vòng 3 năm. + Giá tốt nhất thị trường tại thời điểm này.",https://batdongsan.com.vn/ban-dat-duong-cau-dinh-phuong-long-phuoc-2-prj-saigon-garden-riverside-village/nen-biet-thu-vuon-sai-gon-gardent-noi-khang-dang-cap-thuong-luu-danh-cho-gioi-quy-toc-pr22429568
900m²,450 triệu,"Thanh lý 900m2 đất thổ cư 100% ở Bình Dương. Liên hệ: 0906 888 445 chị HỒNG DT mỗi nền 150m2(5x30m).6 nền tất cả, sổ riêng từng nền. - Vị trí đắc địa vô cùng: Có rất nhiều nhà máy đang hoạt động hiện hữu, dân cư đông đúc, có thể ở và KD buôn bán ngay, cách chợ, trường học, và quốc lộ 13 chỉ 200m. - Giá chỉ 450 triệu/nền. - Sổ đỏ, sổ hồng riêng từng nền, thổ cư 100%. - Cơ sở hạ tầng hoàn thiện 100%, điện, nước, cống rảnh, vỉa hè thông thoáng. - Hỗ trợ xin GPXD. - Hỗ trợ vay ngân hàng lên tới 80% giá trị tài sản. LH: 0906 888 445 CHỊ HỒNG",http://diaoconline.vn/ban-dat-du-an-quy-hoach-c12/thanh-ly-900m2-gia-450trnen-dat-tho-cu-co-so-hong-rieng-duong-25m-vi-tri-bao-dep-i1706137
1000m²,29 tỷ,"- Sở hữu biệt thự nhà vườn giữa lòng thành phố. Ngôi nhà giữa thiên nhiên, một siêu phẩm của tập đoàn Địa ốc Hưng Thịnh sắp xuất hiện. - Tạm xa nơi ồn ào phố thị để về với không gian sống xanh. - Tận hưởng đầy đủ tiện nghi xung quanh ngôi nhà của mình. - Cuối tuần cả nhà cùng nhau chăm sóc vườn rau xanh, cây ăn quả,... - Thỏa thích đam mê làm vườn, nuôi động vật, giúp con cái tiếp xúc với thiên nhiên. - Đặc biệt: Ngoài giá trị gia tăng BĐS vốn thay đổi từng ngày còn được đảm bảo lợi nhuận 8%/năm. - Giá tham khảo giữ chỗ 29 tỷ/nền 1000m2. - Quận 9 - TP.HCM. Hotline 0938769995. Hưng Thịnh CORP đang triển khai Mua trái phiếu doanh nghiệp có cam kết lợi nhuận kèm với suất mua căn hộ chốt giá hiện tại. Trái phiếu bất động sản bản chất là huy động vốn bằng phát hành trái phiếu doanh nghiệp. Tại sao có hình thức này: Trong kinh doanh thì tính cơ hội là yếu tố quan trọng bậc nhất. Nếu đợi nhà nước xong hầm mới bắt đầu huy động vốn thì sẽ mất đi cơ hội. Chính vì vậy, nhiều chủ đầu tư lách luật bằng cách huy động vốn của khách hàng trước. Nhiều loại trước đây lần lượt được áp dụng là hợp đồng góp vốn: Hợp đồng vay vốn, hợp đồng tư vấn, phát hành trái phiếu kèm suất mua BĐS. Tính an toàn của trái phiếu kèm suất mua BĐS cao hơn nhiều so với mấy cái hợp đồng kia. Trái phiếu được hiểu như thế nào? Bản chất là chủ đầu tư đi vay của khách hàng. Lãi suất cao hơn khách hàng gửi tiết kiệm ngân hàng (8%/năm so với ngân hàng là 7%/năm) và chủ đầu tư thì có nguồn vốn phát triển BĐS với lãi vay thấp hơn nhiều so với vay ngân hàng (trả khách hàng 8% so với vay ngân hàng từ 10 - 15%/năm) chưa kể room tín dụng cho vay bất động sản bị thắt lại chủ đầu tư khó tiếp cận nguồn vốn này. Với cách huy động bằng trái phiếu doanh nghiệp này đôi bên khách hàng và chủ đầu tư cùng có lợi. Đây là kênh huy động hợp pháp đang được chính phủ khuyến khích để tránh lệ thuộc vào vốn vay ngân hàng. Quyền mua căn hộ trong tương lai với giá hiện tại. Cách làm này tôi hay gọi là bất động sản phát sinh (tên này tô",http://diaoconline.vn/ban-dat-du-an-quy-hoach-c12/dat-biet-thu-san-vuon-quan-9-khong-gian-song-dang-cap-xu-huong-moi-gioi-thuong-luu-i1910698
1000m²,570 triệu,"Diện tích: 1000m2. Hạ tầng: Đường sỏi 6m. Giá: 570 triệu/1000m2. Pháp lý: Sổ đỏ có sẵn - Chuyển nhượng trong ngày, cam kết đất sạch 100%, chuyển đổi thổ cư theo giai đoạn. Có ô tô tham quan dự án Thứ 7, Chủ Nhật hàng tuần hoàn toàn miễn phí ăn uống, xe cộ. Tiềm năng phát triển kinh tế. Giá thành tăng trưởng theo giai đoạn của dự án. Sân bay đang thi công những hạng mục thấp, quyết định mới nhất của Văn phòng Chính phủ vào ngày 25 - 6 - 2019 sẽ thúc đẩy sự tăng trưởng giá trị. Cao tốc Dầu Giây - Phan Thiết đã tiến hành cắm cột mốc giải tỏa mặt bằng. Khu vực lân cận Thiện Nghiệp, Hồng Phong giá đất đang không ngừng tăng trưởng. Liên hệ: 0797978919.",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-715-xa-ham-duc/gan-san-bay-phan-thiet-570tr-1000m2-da-co-so-cong-chung-sang-ten-ngay-lien-he-0797978919-pr22127342
900m²,635 triệu,"Hiện tại ngân hang chúng tôi đang nắm giữ một số BĐS bán với giá rẻ để thu hồi nợ xấu cuối năm. BĐS gồm có: *Đất: 5x30m=150m2. giá 635tr/lô 10x30m=300m. giá 1 ty 5 *Nhà trọ : 7 phòng + 1kiot. Giá : 1 tỷ 1/dãy. *Nhà : 1 trệt 3 lầu. Giá : 1 ty 9 Liên hệ: 0969 082 739 Ngân - Vị trí nằm mặt tiền đường 16m, 15m, 36m, 62m. đường thông thoáng, thuận tiện đi lại - Gần nhiều khu CN nước ngoài, Nhật, Hàn, Singapore. - Tiện xây trọ, xây nhà trẻ, kinh doanh buôn bán quán ăn, mở văn phòng, khách sạn. - Pháp lý minh bạch, sổ hồng, thổ cư 100% Hiện chỉ thanh lý trong vòng 1 tháng, liên hệ ngay để được vị trí đẹp nhất. LH BỘ PHẬN THANH LÝ GẤP: ms Ngân 0969 082 739",http://diaoconline.vn/ban-dat-du-an-quy-hoach-c12/thanh-ly-nha-tro-dat-chi-635trnen-thu-hoi-no-xau-cuoi-nam-i1108158
1000m²,2 triệu/m2,"Đất sổ đỏ trung tâm thương mại TP, vị trí kinh doanh đắt địa, ngay mặt tiền vành đai 4. dt: 900m2(30x30m), giá chỉ từ 2 tr/m2 + Dân cư đông đúc, UBNN, Công an phường, 5 phút đến trường cấp 1,2, 3. + Hạ tầng hoàn thiện, tiện ích hiện hữu: Chợ, siêu thị, trường học, vông viên,... Cam kết đầu tư sinh lời ngay, + Thanh toán linh hoạt. + Nhận đất xây dựng ngay. LH Ngay: cô Hoa: 0969 082 739",http://diaoconline.vn/ban-dat-du-an-quy-hoach-c12/dat-so-do-trung-tam-thuong-mai-tp-vi-tri-kinh-doanh-dat-dia-ngay-mat-tien-vanh-dai-4-i1114891
1000m²,15 triệu/m²,"Hiện nay tôi có nhiều lô đất và resort vị trí đẹp ở Phan Thiết. Quý khách hàng muốn mua bán hoặc kí gửi LH 0986707476 Mr Hiệp (zalo). *Hàm Tiến *Mặt tiền Nguyễn Đình Chiểu - 1000m giá 33 tỉ - 1123m giá 42 tỉ - 3688m giá 130 tỉ - 140m thổ, giá 6.3 tỉ - 172m thổ, giá 8.2 tỉ - 276m thổ, giá 12.7 tỉ - 217m có 23.5m thổ, giá 9.3 tỉ - 1485m có 124m thổ, giá 46 tỉ - 362m có 138m thổ, 224m tmdv, giá 21 tỉ - 239m giá 13 tỉ - 268m thổ giá 19 tỉ - 547m thổ giá 22 tỉ *Hẻm - 1400m tmdv MT biển 32m, giá 26 tỉ - 235m thổ giá 6.8 tỉ - 1006m thổ, giá 14.6 tỉ - 1442m, giá 15.7 tỉ - 755m có 400m thổ, giá 18 tỉ - 769m thổ, giá 20 tỉ - 5800m có 400m thổ, mt biển 80m, giá 110 tỉ *Resort - 1.1ha kp1 giá 400 tỉ - 2.7ha kp1, 90 phòng, giá 800 tỉ - 2.4 ha kp1, 186 phòng, giá 888 tỉ - 4000m kp1, giá 130 tỉ - 1050m kp1, 6 lầu 36 phòng, giá 70 tỉ - 816m tmdv kp1, 94 phòng 12 tầng, giá 144 tỉ - 713m có 135m thổ, 400m tmdv kp1, 45 phòng, giá 55 tỉ - 3185m MT 50m kp1, giá 90 tỉ - 3200m MT biển 32m kp1, giá 80 tỉ - 4000m MT biển 50m kp1, giá 130 tỉ - 8800m MT biển 60m kp1, giá 207 tỉ - 946m có 465m thổ, MT biển 55m kp1, giá 58 tỉ - 4020m MT biển 75m kp1, giá 102 tỉ - 943m có 267m thổ kp2, 25 phòng, giá 38 tỉ - 1762m có 300m thổ MT biển kp2, giá 70 tỉ - 4200m MT biển 120m kp2, giá 110 tỉ - 4240m MT biển 100m kp2, giá 125 tỉ *Mặt tiền Huỳnh Thúc Kháng - 1000m có 400m thổ, giá 30 tỉ - 234m thổ, giá 9.6 tỉ - 246m có 116m thổ giá 12 tỉ - 1000m có 300m thổ, MT biển 17m, giá 28 tỉ - 1350m MT biển 33m, giá 31 tỉ - 777m có 200m thổ, giá 34 tỉ - 751m thổ, giá 37.6 tỉ - 1268m giá 35.5 tỉ - 3642m có 400m thổ, 2300m tmdv, gpxd 70 phòng, giá 84 tỉ - Resort 5000m MT biển giá 85 tỉ - 323m thổ, giá 14.6 tỉ - 315m thổ, MT biển 16m, giá 15 tỉ - 1027m có 500m tmdv, giá 25.7 tỉ - 540m có 150m thổ, giá 20 tỉ - 1660m có 150m thổ, giá 41.5 tỉ - 1200m thổ giá 47 tỉ - 2045m MT biển 25m, giá 51.2 tỉ - 3100m có 500m tmdv, giá 68.3 tỉ - 2240m có 240m thổ, giá 69.5 tỉ - 3354m có 250m thổ, giá 75 tỉ - 6352m có 605m thổ, 1300m tmdv, mt biển 60m, giá 134 tỉ *Mặt tiền Hòa Bình - 182m giá 5.5 tỉ - 295m có 200m thổ, giá 9.8 tỉ - 636m có 400m thổ, giá 17.8 tỉ - 928m thổ MT biển 36m, giá 22 tỉ - 800m thổ MT biển, giá 26 tỉ - 1700m có 180m thổ, giá 46 tỉ - 2100m có 200m thổ, giá 48.3 tỉ - 2091m thổ, giá 56.5 tỉ *Hẻm - 612m có 165m thổ, giá 18.4 tỉ *Resort - 1120m có 920m thổ, giá 35 tỉ - 1450m có 800m thổ, 650m tm, MT biển 32m, giá 37 tỉ - 946m có 300m thổ, 28 phòng, 3 lầu, MT biển 25m, giá 40 tỉ *Suối Nước *Mặt tiền Xuân Thủy - 872m có 150m thổ mt 32m, gía 7.8 tỉ - 756m có 500m tm MT biển 18m, giá 18 tỉ - 2390m có 200m thổ, mt 37m, giá 30 tỉ - 2173m có 500m tmdv, gá 39.2 tỉ *Hẻm - 1173m có 150m thổ, giá 6.5 tỉ - 2422m có 255m thổ giá 29.1 tỉ - 3800m có 150m thổ MT biển 62m, giá 42.2 tỉ *Resort - 2194m MT biển 40m, giá 45 tỉ - 2ha MT biển gpxd 5 condotel, giá 250 tỉ *Mặt tiền Nguyễn Cơ Thạch - 2ha mặt tiền Nguyễn Cơ Thạch và Xuân Thủy, giá 120 tỉ - 1ha mt biển 130m, giá 87 tỉ - 1200m có 150m thổ, mt 32m, giá 16.8 tỉ - 924m có 150m thổ, giá 8.25 tỉ - 1300m giá 13.5 tỉ - 2942m có 300m thổ MT biển, giá 26.5 tỉ *Hẻm - 800m có 150m thổ, giá 6 tỉ Phú Hài *Mặt tiền Nguyễn Thông - 440m có 100m thổ giá 5.8 tỉ - 1.6ha giá 96 tỉ - 3042m giá 33.5 tỉ - 1297m có 150m thổ, mt 22m, giá 15.6 tỉ - 220m có 167m thổ, mt 8m giá 8.2 tỉ - 3197m mt 64m giá 38.5 tỉ *Hẻm - 1700m mt 84m, giá 12 tỉ *Resort - 1.1ha giá 144 tỉ - 2ha giá 400 tỉ *Mặt tiền Hàn Mặc Tử - 9ha hoặc bán lẻ 5ha tmdv giá 5tr/m - 1100m tmdv, mt 28m, giá 11.5 tỉ - 2400m mt 60m, giá 26.5 tỉ - 180m thổ mt 6m, giá 2.5 tỉ *Nguyễn Hữu Thọ - 2.8ha tmdv giá 95 tỉ - 700m có 40m thổ, mt 15m, giá 11.2 tỉ *Tiến Thành *Mặt tiền Lạc Long Quân - 462m thổ mt 7m giá 6.9 tỉ - 1300m có 150m thổ giá 7.8 tỉ - 1048m mt 21m giá 13.7 tỉ - 3000m có 750m thổ mt 30m giá 29 tỉ - 2900m có 300m thổ mt 39m giá 40.6 tỉ - 2067m có 1220m thổ giá 50 tỉ - 4700m mt 46m giá 66 tỉ - 4500m có 300m thổ mt 65m giá 63 tỉ - 1800m giá 23.4 tỉ - 3055m có 400m thổ giá 36.7 tỉ - 35ha có 5ha tmdv, giá 260 tỉ - 2822m mt 32.5m giá 24 tỉ - 1100m có 300m thổ, giá 14.8 tỉ - 713m có 100m thổ giá 10 tỉ - 2475m có 200m thổ mt 45m, giá 50 tỉ - 2194m có 150m thổ, mt biển 27m, giá 33 tỉ - 396m có 70m thổ, mt 10.5m, giá 4.7 tỉ - 9450m có 3800m thổ, mt 55m giá 48 tỉ - 5500m mt biển 58m, giá 74.5 tỉ *Hẻm - 1200m mt 30m giá 2.5 tỉ - 1080m mt 12m giá 2.5 tỉ - 206m thổ lô góc giá 3 tỉ *Võ Nguyên Giáp - 15000m giá 15 tỉ *Hòa Thắng *Mặt tiền DT716 - 3.5ha giá 1.5 tỉ/sào - 1700m mt 16m giá 3.5 tỉ - 1600m giá 2.5 tỉ/sào - 4100m mt 51m, giá 2.4 tỉ/sào - 3000m mt 75m giá 2.8 tỉ/sào - 1.8ha giá 2.5 tỉ/sào - 2.9ha mt 75m giá 1.6 tỉ/sào - 2.9ha mt 28m giá 19 tỉ - 2400m giá 2 tỉ/sào *Hẻm - 6712m giá 600tr/sào - 1050m thổ giá 6 tỉ - 375m thổ, lô góc 2 mặt tiền, giá 7tr/m - 375m thổ, giá 6tr/m - 3303m mt 60m giá 11 tỉ - 8300m giá 1.4 tỉ/sào - 8100m giá 1.6 tỉ/sào *Bắc Bình - 4.5ha giá 2.2 tỉ/ha - MT QL1A, 16600m (83x200) có 880m thổ, giá 22 tỉ - 30ha giá 600tr/ha - 3.8ha giá 2.5 tỉ/ha - 3.4ha mt 115m giá 1.5 tỉ/ha *Thiện Nghiệp *Mặt tiền 715 - 2000m mt 20m giá 4.3 tỉ/sào - 1000m mt 25m giá 4.7 tỉ/sào - 1.3ha phân lô 9 nền giá 2.3 tỉ/sào *Hẻm - 1000m mt 25m giá 2.5 tỉ - 1486m có 250m thổ mt 100m giá 3.8 tỉ *MT Hồ Quang Cảnh 1774m có 147m thổ mt 30m, giá 4tr/m *Khác - Nguyễn Tấn Định 240m thổ giá 7.5 tỉ - 5.6ha tmdv 300m MT biển Kê Gà, giá 2.6tr/m - 8433m có 300m thổ liền kề Thanh Long Bay, giá 2.4tr/m - Resort Mũi Kê Gà 10ha, 92 phòng, giá 600 tỉ - Resort MT Hồ Xuân Hương, 4.3ha, 232 phòng, giá 840 tỉ - MT Xuân Diệu 170m có 74m thổ, giá 2.6 tỉ - MT Chế Lan Viên 700m có 200m thổ, giá 12 tỉ - Hotel 3 sao MT Thủ Khoa Huân 956m, giá 110 tỉ - Tôn Đức Thắng 147m thổ giá 8.5 tỉ - Hùng Vương 102m thổ, giá 3.4 tỉ - Trần Quý Cáp 430m thổ giá 3.8 tỉ",https://batdongsan.com.vn/ban-dat-phan-thiet-bth/va-resort-lh-0986707476-pr22447532
1000m²,2 tỷ,"Giá Trị VÀNG trong làng CÔNG NGHIỆP. Là khu đất duy nhất có sổ hồng thuộc diện quy hoạch khu dân cư sát khu công nghiệp. Vị thế đón đầu các tiềm năng tăng gía mạnh bao gồm: + Cầu Cát Lái. + Cầu Vành Đai 3. + Sân Bay Quốc Tế Long Thành. + Cảng Cái Mép Bà Rịa Vũng Tàu. + Kết Nối Kinh Tế Quận 2. + Kết Nối Khu Công Nghiêp Bình Dương. Cách Quận 2 chỉ 15p, Quận 1 25p, Sân Bay Long Thành 15p... Thuộc trục đường huyết mạch thông thương kinh tế, mang giá trị vàng. Thích hợp kinh doanh buôn bán, đầu tư, xây dựng nhà trọ... SỔ HỒNG SẴN, CHÍNH CHỦ, CÔNG CHỨNG TRONG NGÀY, GIÁ CÒN THƯƠNG LƯỢNG. Miễn tiếp cò lái.",https://batdongsan.com.vn/ban-dat-duong-25c-xa-vinh-thanh-9/mat-tien-dan-vanh-dai-3-120m-khu-dan-cu-cong-nghiep-lh-0707882005-pr22290833
1000m²,21 triệu/m²,"Thân chào Quý khách hàng! Ngày 20/9/2019 tập đoàn Hưng Thịnh chính thức mở bán đất nền xây biệt thự vườn tại dự án Sài Gòn Garden Quận 9. Chúng tôi đã chuẩn bị tiệc nhẹ và trà rượu tại khu biệt thự sinh thái, Khả Ngân thay mặt công ty, trân trọng kính mời Quý khách hàng ghé tham quan và cảm nhận rõ nét được cơ hội đầu tư và an cư với dự án Sài Gòn Garden giữa lòng Sài Gòn hoa lệ! + Khả Ngân: 0933 97 3003 (Hotline, Zalo, viber). + Email: ngannguyen@hungthinhland.com Thông tin cơ bản dự án. + Vị trí: P. Long Phước, Quận 9. 4.5km theo đường thẳng mình sẽ tới dự án Vinhomes Grand Park qua cây cầu Long Đại đang bắc nhịp cuối cùng nhé Quý khách hàng! Quận 9 là quận được quy hoạch sau, nên ưu tiên không gian sống xanh và gần gũi với thiên nhiên. Đó cũng là tiêu chí hàng đầu của dự án. + Diện tích tổng dự án: 29 hecta. + Mỗi lô biệt thự có diện tích: 1000m2 - 1537m2. + Mục đích: Bán đất nền làm biệt thự vườn sinh thái. + Giá chào bán: Từ 21tr/m2. + Lễ mở bán sẽ có rất nhiều ưu đãi và quyền lợi cho Quý khách hàng! Tiện ích trong dự án Sài Gòn Garden: + Dự án thiết kế theo phong cách Châu Âu. + Kênh cảnh quan được tạo đổ thẳng ra Rạch Ván, và song song với mỗi căn biệt thự. Bước chân ra khỏi nhà, là cảnh quan cây lá và sông nước hữu tình. + Công viên ven sông. + Bến du thuyền. + Club house. + Hồ bơi trong mỗi căn biệt thự, đồng thời có hồ bơi trung tâm. + Sân tennis - Sân chơi trẻ em - Thiết kế sân vườn. Tập đoàn Hưng Thịnh vừa chào bán ra thị trường đợt đầu tiên dự án Sài Gòn Garden. Quý khách hàng tham khảo dự án, mình nhấc máy gọi 0933 97 3003 hoặc nhắn tin Zalo, Viber, Khả Ngân hỗ trợ mình thông tin và xem dự án 24/7 nhé! + Khả Ngân: 0933 97 3003 (Hotline, Zalo, Viber). Hoặc 03789 14 779. + Email: Ngannguyen@hungthinhland.com Trân trọng cám ơn Quý khách hàng.",https://batdongsan.com.vn/ban-dat-nen-du-an-duong-cau-dinh-phuong-long-phuoc-2-prj-saigon-garden-riverside-village/tap-doan-hung-thinh-mo-cac-lo-biet-thu-vuon-1000m2-quan-9-lien-he-kha-ngan-0933-97-3003-pr22630099
